,word,is_name
0,싸리,0
1,성깃,0
2,구체이미,0
3,흔드렁,0
4,부랴트,0
5,묵연,0
6,체스,0
7,환언,0
8,계백료서,0
9,님포마니아,0
10,각락언,0
11,바드등,0
12,자막,0
13,천남성,0
14,농감,0
15,필살,0
16,떠지껄,0
17,디노미네이션,0
18,희구지심,0
19,인허,0
20,베슬,0
21,여룡,0
22,화폐,0
23,덤부리산,0
24,향간,0
25,주네,0
26,풍거,0
27,회원,0
28,별곤,0
29,뉴게이트,0
30,적벽,0
31,해클루트,0
32,송배,0
33,불선거행,0
34,마리우폴,0
35,맹의,0
36,부스럭지,0
37,도칠환,0
38,계춘,0
39,연인접족,0
40,외람스레,0
41,견사생풍,0
42,필광,0
43,솔봉이,0
44,페트로그라드,0
45,두마,0
46,투리,0
47,물침,0
48,요첩,0
49,알렐루야,0
50,천종지성,0
51,산나차로,0
52,냉암,0
53,가히,0
54,구겸,0
55,그라이프스발트,0
56,켄턴,0
57,테트라시클린,0
58,슈피리,0
59,국말,0
60,리올로지,0
61,증보,0
62,스트라본,0
63,팡파르,0
64,어포시,0
65,폴리아,0
66,괴암,0
67,티읕,0
68,현릉,0
69,전지도지,0
70,약표,0
71,웅재,0
72,센달로이,0
73,투하쳅스키,0
74,다직,0
75,솔무,0
76,업상,0
77,적온,0
78,왜색,0
79,모병,0
80,도실기,0
81,탄구대소,0
82,마쓰에,0
83,소프트볼,0
84,퉁구,0
85,이슥,0
86,바비도,0
87,일편지력,0
88,채하,0
89,통합,0
90,두릅,0
91,보듬다,0
92,의동일실,0
93,납시다,0
94,덤프리스,0
95,버마재비,0
96,가고시마,0
97,사봉,0
98,메시에,0
99,수피즘,0
100,갈레노스,0
101,네타바이,0
102,별이,0
103,유말,0
104,퇴대,0
105,깁스,0
106,당최,0
107,슈티르너,0
108,백세지후,0
109,홈키다,0
110,배월,0
111,성이,0
112,판다,0
113,묵향,0
114,로코코,0
115,성죽,0
116,크노,0
117,리보솜,0
118,플롯,0
119,컴플라이언스,0
120,종필,0
121,악우,0
122,앙각,0
123,라이먼,0
124,휩쓸다,0
125,스타디움,0
126,고니오포토미터,0
127,혈괴,0
128,아르스페나민,0
129,조진모초,0
130,탄부르,0
131,무신무의,0
132,망치다,0
133,졸론,0
134,리바운드,0
135,외객,0
136,농단,0
137,부갱빌,0
138,불감일언,0
139,급극,0
140,단뇌,0
141,난득지물,0
142,비력,0
143,어황,0
144,가온,0
145,애향,0
146,우다위,0
147,둔촌,0
148,포호,0
149,죽마지우,0
150,에이시유,0
151,북문,0
152,베르트람,0
153,율학,0
154,복잡스레,0
155,식색,0
156,최파,0
157,야분,0
158,섭렵,0
159,덕서도문,0
160,맹원,0
161,귀석,0
162,켄들러,0
163,긁다,0
164,벽개,0
165,어두,0
166,는다기,0
167,춘인,0
168,뽀윰,0
169,루덴도르프,0
170,배메기,0
171,수제지건,0
172,벨로체,0
173,점오,0
174,삼달,0
175,운저,0
176,싱클레어,0
177,낭포,0
178,비탈,0
179,층운,0
180,오스트발트,0
181,합려,0
182,씹,0
183,퍼르무레,0
184,나려,0
185,으르렁,0
186,잘카당,0
187,쇼팽,0
188,애증후박,0
189,파라가,0
190,해퇴,0
191,일합일리,0
192,사운지시,0
193,취매,0
194,아네로이드,0
195,가리방,0
196,피미엔토,0
197,악덕,0
198,변개,0
199,아니마토,0
200,황개,0
201,비슬리체누스,0
202,로마네스크,0
203,우게비,0
204,이에프티에이,0
205,팔렘방,0
206,의뭉스레,0
207,접류,0
208,드물다,0
209,등문,0
210,황송스레,0
211,여괘,0
212,둔물,0
213,엉성,0
214,공림,0
215,곡물,0
216,선별,0
217,횡설수설,0
218,단압,0
219,초숙,0
220,졸렬,0
221,탱천,0
222,페어,0
223,덩두렷,0
224,오버톤,0
225,덤태,0
226,입람,0
227,엉벙,0
228,흡의,0
229,항체,0
230,현고지례,0
231,성궤,0
232,다르에스살람,0
233,청건,0
234,볼각,0
235,존류,0
236,육빙,0
237,바리콘,0
238,고다리,0
239,절촉,0
240,탁남,0
241,끔찍스레,0
242,뱅,0
243,흘흘,0
244,약초,0
245,달짝지근,0
246,약빠리,0
247,죄만스레,0
248,좌왕우왕,0
249,마리골드,0
250,적질,0
251,불마,0
252,황절,0
253,영입,0
254,칠함,0
255,촬관,0
256,습증,0
257,스티로폴,0
258,버겁다,0
259,숙참,0
260,확설,0
261,에고,0
262,만답,0
263,습도,0
264,씩둑,0
265,불문곡직,0
266,후굴,0
267,출신,0
268,롱기,0
269,화체,0
270,평소,0
271,탈가,0
272,흑탄,0
273,궤청,0
274,공그르다,0
275,복귀,0
276,꼬드기다,0
277,카르바졸,0
278,명확,0
279,쭈루니,0
280,흔상,0
281,친합,0
282,궐중,0
283,매무시,0
284,포르피리오스,0
285,로덴바흐,0
286,마운드,0
287,추점,0
288,분배,0
289,누클레우스,0
290,악착스레,0
291,정묵,0
292,구베이커우,0
293,빙례,0
294,극성스레,0
295,제욱시스,0
296,라이히,0
297,트리메틸아민,0
298,깜숭,0
299,진범,0
300,형아,0
301,원추리,0
302,관여,0
303,용남,0
304,스펙트로그램,0
305,차라,0
306,굴실,0
307,덩굴,0
308,관타나모,0
309,실실,0
310,수건,0
311,위엄,0
312,필권,0
313,홍아기,0
314,배리스터,0
315,왜림,0
316,문대다,0
317,육비,0
318,담하,0
319,영영축축,0
320,앤티크,0
321,준맹,0
322,조월,0
323,병절,0
324,첨첨,0
325,코셀,0
326,자개미,0
327,비스모터,0
328,암키와,0
329,다듬다,0
330,하이드라스틴,0
331,죽포,0
332,두혼,0
333,둥추리,0
334,키타로네,0
335,달곰,0
336,깝치다,0
337,보복지리,0
338,타릉개,0
339,토도독,0
340,튜불린,0
341,즉좌,0
342,갈팡,0
343,입새,0
344,설빙,0
345,속결,0
346,냉엄,0
347,브이오아르,0
348,당궁,0
349,음택,0
350,조녀자,0
351,타군,0
352,준채,0
353,추첨,0
354,연광어,0
355,참천,0
356,잔박,0
357,잡부,0
358,일사칠궁,0
359,법구폐생,0
360,안순,0
361,차티스트,0
362,국얼,0
363,부칙,0
364,투깔스레,0
365,면앙정,0
366,밀영,0
367,양후지파,0
368,십도,0
369,목식,0
370,날부핀,0
371,아쾌,0
372,크리스티,0
373,긍정,0
374,반드르르,0
375,투공,0
376,율렬,0
377,칼리프,0
378,표탑,0
379,독악,0
380,객토,0
381,프랭크퍼트,0
382,플렉소그래피,0
383,외야,0
384,리비히,0
385,날구일,0
386,모캐,0
387,등귤,0
388,마그리트,0
389,판론,0
390,푸치니,0
391,별실,0
392,카노신,0
393,용몽,0
394,흑삼,0
